Link,Id,User name,time,Tweet,Likes,Replies,Retweets
https://mobile.twitter.com/efrod7/status/1382145410618253316,1382145410618253316,@efrod7,2021-04-14T01:35:19.000Z,Eddy @efrod7 · 6h Doge to the moon!  @elonmusk 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/AngieDeshae/status/1382133271513927682,1382133271513927682,@AngieDeshae,2021-04-14T00:47:05.000Z,Angie Deshae @AngieDeshae · 7h We did it  @elonmusk   10 cent #dogecoin The peoples coin 1 5 9, 9 likes,0 replies, 5 Retweets
https://mobile.twitter.com/QuotesElonmusk/status/1382216237023850498,1382216237023850498,@QuotesElonmusk,2021-04-14T06:16:45.000Z,Elonmusk_quotes @QuotesElonmusk · 1h Sir this are the key points why students want cancellation of #cancelboardexams2021 or any other alternative ways  @PMOIndia   @anubha1812 @SonuSood   @DrAsh_Mahendra 1 31 22, 22 likes,0 replies, 31 Retweets
https://mobile.twitter.com/Laatsch8/status/1382218862201085957,1382218862201085957,@Laatsch8,2021-04-14T06:27:11.000Z,Carter Laatsch @Laatsch8 · 1h I think we can break the simulation if $DOGE hits $0.69420 on 4/20 but we need a team effort  @SnoopDogg  @elonmusk  @CorinnaKopf,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Emmanue97696489/status/1382144312885059588,1382144312885059588,@Emmanue97696489,2021-04-14T01:30:57.000Z,Emmanuel Alejandro Gonzalez @Emmanue97696489 · 6h Zumba! $doge #dogecoin  @elonmusk  KUCOIN @kucoincom  · 6h Will @elonmusk tweet about #dogecoin today? ,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/KayProm1/status/1382208910245842945,1382208910245842945,@KayProm1,2021-04-14T05:47:39.000Z,Kay Prom @KayProm1 · 2h $REVO will be a huge success because of it's team & funcionality. Also the app looks super easy to use  @RevoNetworkapp   @justinsuntron  @elonmusk  @ryanmatta8,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/hakobmur/status/1382223516481712129,1382223516481712129,@hakobmur,2021-04-14T06:45:41.000Z,Hakob Muradyan @hakobmur · 1h What to say. Millionaires will born if we just simply #HODL #dogecoin  @elonmusk  0.14 is not a dream anymore  1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/GerroCox/status/1382234797494312968,1382234797494312968,@GerroCox,2021-04-14T07:30:31.000Z,Gërro ☬ @GerroCox · 20m When u never expected  #BitcoinZ #btcZ $btcZ  @cz_binance  @elonmusk !!,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/mericanwomen/status/1382175349161791488,1382175349161791488,@mericanwomen,2021-04-14T03:34:17.000Z,Queen SPM @mericanwomen · 4h Tonight’s #Moon isn’t that beautiful Miss you my Love  @elonmusk  4L #astro   1 Day Astronaut in the Ocean,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/laziksi/status/1382216554541162497,1382216554541162497,@laziksi,2021-04-14T06:18:01.000Z,Laziksi @laziksi · 1h @elonmusk  thanks for the hope  #dogecoin GIF,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/StockSpartan24/status/1382168916483584005,1382168916483584005,@StockSpartan24,2021-04-14T03:08:43.000Z,StockSpartan24 @StockSpartan24 · 4h Foolproof investment plan for current market: 1) Create new crypto coin called ""KobeCoin."" 2) Create NFT collection of Kobe's highlights. 3) Link KobeCoin & Kobe NFT. 4) Have  @elonmusk  and  @chamath  back plan. 5) Make billions. 6) Buy the Lakers.,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/marcin14303740/status/1382137135873077253,1382137135873077253,@marcin14303740,2021-04-14T01:02:26.000Z,partymarty @marcin14303740 · 6h #dogecoin #ToTheMoon #dogetothemoon #11cents 11:11 make a wish  @elonmusk 1 3, 3 likes,0 replies,0 Retweets
https://mobile.twitter.com/Mediotic1/status/1382140136956129280,1382140136956129280,@Mediotic1,2021-04-14T01:14:22.000Z,Scott Trimble @Mediotic1 · 6h Holy Doge Coin Muskman!  @elonmusk 1 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/LatinoSavage/status/1382218847017652225,1382218847017652225,@LatinoSavage,2021-04-14T06:27:08.000Z,Savage Latino @LatinoSavage · 1h @elonmusk  ......  look at what we did   #dogecoin 2 6, 6 likes,0 replies,2 Retweets
https://mobile.twitter.com/kamuranveysell/status/1382231017428287489,1382231017428287489,@kamuranveysell,2021-04-14T07:15:29.000Z,Kamuran VEYSEL @kamuranveysell · 35m #dogecoin I Love You  @elonmusk 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/VITAL_UA_/status/1382142399875592193,1382142399875592193,@VITAL_UA_,2021-04-14T01:23:21.000Z,Vitaliy @VITAL_UA_ · 6h RT elonmusk:  @Erdayastronaut  @Tesla  Absolutely 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/socm1nt/status/1382237149374844929,1382237149374844929,@socm1nt,2021-04-14T07:39:51.000Z,Michail @socm1nt · 11m If you compare the market cap from #dogecoin and $NSBT..............  then #NSBT should skyrocket like a  SpaceX from  @elonmusk   Fun fact: #NSBT provides you with a nice #passiveincome  Check it out at  @neutrino_proto   DYOR  #memecoin #mememoney #passiveseinkommen,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/allovermysoul/status/1382229687968088064,1382229687968088064,@allovermysoul,2021-04-14T07:10:12.000Z,all the way down @allovermysoul · 40m Wow!!! - Tesla  led by  @Elonmusk   is hosting the Event for the second time. I got my $4 000 after I sent it in 5 minutes! It really works! Thank you!,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/aakionline/status/1382238470765088768,1382238470765088768,@aakionline,2021-04-14T07:45:06.000Z,AAKi™ @aakionline · 6m And it begins  @JeffBezos @StarTrek @bigbangtheory @tbbtsite @elonmusk Jeff Bezos' Blue Origin lands a Pentagon contract to design nuclear-powered spacecraft Jeff Bezos' Blue Origin lands a Pentagon contract to design nuclear-powered spacecraft Blue Origin  founded by Jeff Bezos  was one of three companies to land the Pentagon contract for a rocket powered by a nuclear reactor. businessinsider.in,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/DylanWe44094817/status/1382145602302185474,1382145602302185474,@DylanWe44094817,2021-04-14T01:36:05.000Z,Dylan Wells @DylanWe44094817 · 6h Yo Elon make a handicapped Tesla. I’ll test it out for you. @elonmusk  @Tesla 2,2 likes,0 replies,0 Retweets
https://mobile.twitter.com/AyeItsJerry1/status/1382207697743867914,1382207697743867914,@AyeItsJerry1,2021-04-14T05:42:49.000Z,Aye Its Jerry @AyeItsJerry1 · 2h What can i contribute  @elonmusk   Question from #India,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/HarmonySongs/status/1382148094586933250,1382148094586933250,@HarmonySongs,2021-04-14T01:45:59.000Z,HTH MTV Harmony Theresa Harper Music Television! @HarmonySongs · 6h #DOGETOTHEMOON RIDING ON THE STARSHIP  @elonmusk Elon Musk @elonmusk  · Mar 18 The simulation really struggled to make this look real haha Show this thread,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/cataclysmanic/status/1382227829094486017,1382227829094486017,@cataclysmanic,2021-04-14T07:02:49.000Z,Dean @cataclysmanic · 48m Just like daddy  @elonmusk  predicted. We're not going to the moon  gamers  we're heading straight for Mars. #dogecoin 2,2 likes,0 replies,0 Retweets
https://mobile.twitter.com/TeslaHellion/status/1382213647758413824,1382213647758413824,@TeslaHellion,2021-04-14T06:06:28.000Z,Abhi @TeslaHellion · 1h #Hodling onto my #DOGE  turning into a bull!  @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/feministWITaFRO/status/1382152718043770881,1382152718043770881,@feministWITaFRO,2021-04-14T02:04:21.000Z,Monica @feministWITaFRO · 5h I have a feeling  @elonmusk  is behind #dogecoin #Dogecoins rising. Either way  I love you.,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Tista14824078/status/1382135871000907777,1382135871000907777,@Tista14824078,2021-04-14T00:57:25.000Z,Doge_tista @Tista14824078 · 6h Dog bless America  @itsALLrisky  @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/oneSaint/status/1382161107545157632,1382161107545157632,@oneSaint,2021-04-14T02:37:42.000Z,Mik @oneSaint · 5h How far away are we from talking monkeys?   I imagining a reverse vocoder spewing out Siri like vocals in no time. @elonmusk  /  @neuralink,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/QuotesElonmusk/status/1382211238977933314,1382211238977933314,@QuotesElonmusk,2021-04-14T05:56:54.000Z,Elonmusk_quotes @QuotesElonmusk · 1h #cancelboardexams2021 Pls cancel board exam 2021 it not about exams covid cases are increasing and students life is in danger .more youngsters are affecting . #cancelboardexams  #StudentsLivesMatter  @SonuSood   @DrRPNishank   @anubha1812   @DrAsh_Mahendra 6 5, 5 likes,0 replies,6 Retweets
https://mobile.twitter.com/ijustneedtofol3/status/1382196643341160448,1382196643341160448,@ijustneedtofol3,2021-04-14T04:58:54.000Z,I just need to follow Elon @ijustneedtofol3 · 2h My first meme #dogecoin #toothemoon  @elonmusk 3 10, 10 likes,0 replies,3 Retweets
https://mobile.twitter.com/BryanMe78309203/status/1382135631040675847,1382135631040675847,@BryanMe78309203,2021-04-14T00:56:27.000Z,Bryan Mendez @BryanMe78309203 · 6h We going to the moon! #dogecoin  @elonmusk  where ya at  @coinbase  @CoinbasePro 1 2 2, 2 likes,0 replies, 2 Retweets
https://mobile.twitter.com/TOACRYPTO/status/1382237329432186883,1382237329432186883,@TOACRYPTO,2021-04-14T07:40:34.000Z,T.O @TOACRYPTO · 10m Thanks Dada Elon   #DoOnlyGoodEveryday #DOGE  @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/MeetPat34018996/status/1382222810303504386,1382222810303504386,@MeetPat34018996,2021-04-14T06:42:53.000Z,BurningToken @MeetPat34018996 · 1h Hello there  @dogecoin  @elonmusk  is this only me or you also watching  #dogecoin going towards $1  2 2, 2 likes,0 replies,2 Retweets
https://mobile.twitter.com/JuarsaWidyanto/status/1382185018676580356,1382185018676580356,@JuarsaWidyanto,2021-04-14T04:12:42.000Z,Widyanto Juarsa @JuarsaWidyanto · 3h $HBAR well well   @elonmusk  going to join soon.. Hedera Hashgraph @hedera  · 3h 1   0 0 0   0 0 0   0 0 0      https://hedera.com/blog/one-billion-mainnet-transactions… 4,4 likes,0 replies,0 Retweets
https://mobile.twitter.com/keweecise/status/1382144680054427654,1382144680054427654,@keweecise,2021-04-14T01:32:25.000Z,Keweecise Gallaspy @keweecise · 6h If  @elonmusk  tweets about  @dogecoin  tonight I’d act a damn fool !!,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Nichola48036181/status/1382135545674018819,1382135545674018819,@Nichola48036181,2021-04-14T00:56:07.000Z,Nicholas @Nichola48036181 · 6h If we get a tweet from  @elonmusk  tonight! Even a little something. #dogecoin and the #dogecoinfamily will be happy. Back to work tomorrow as usual! Interested in being a #Tesla mobile Tech. GIF,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/justtayyabkhan/status/1382232684466823168,1382232684466823168,@justtayyabkhan,2021-04-14T07:22:07.000Z,Tayyab Khan @justtayyabkhan · 29m Bless us Lord  @elonmusk   #dogecoin #dogearmy #dogetothemoon,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Thongmonyoudom/status/1382235529882726400,1382235529882726400,@Thongmonyoudom,2021-04-14T07:33:25.000Z,Thong Monyoudom @Thongmonyoudom · 17m If doge hit 1$  I can sleep well no depressed anymore.  Doge coin go to the moon  #dogecoin go to the moon  Elon musk idol please help me. 7,7 likes,0 replies,0 Retweets
https://mobile.twitter.com/rachmd249/status/1382235467471486976,1382235467471486976,@rachmd249,2021-04-14T07:33:10.000Z,BosSomad @rachmd249 · 18m BTT to the moon  @elonmusk  @BillGates  ,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/elvis_skrijelj/status/1382227451233800196,1382227451233800196,@elvis_skrijelj,2021-04-14T07:01:19.000Z,Elvis @elvis_skrijelj · 50m #ElonMusk Doge is waiting for your Command  all engines are ready for liftoff #dogecoin GIF 1 3 9, 9 likes,0 replies, 3 Retweets
https://mobile.twitter.com/Ankit__crypto/status/1382197343265583104,1382197343265583104,@Ankit__crypto,2021-04-14T05:01:41.000Z,Ankit Singh #BRG @Ankit__crypto · 2h Congratulations $BRG  it's a well done job.  I will be lucky to win any $BRG giveaway. The $BRG Rocket is just taking off! I have hope in the community  together we can make the world a better place! #BRGArmy #BRG @elonmusk   @MXC_Exchange   @Technicalniru Bridge Oracle @bridge_oracle  · Apr 12 #BridgeWeekly #giveaway  $5 000 worth #BRG to 30 Lucky Winners  $160 worth $BRG Each Follow @bridge_oracle & @sinaEstavi Add #BRGArmy in your Bio + Add #BRG next to your Profile name Tag 3 Crypto influencers Like + RT + introduce Bridge Oracle Project in CM with #BRG Show this thread 7 12, 12 likes,0 replies,7 Retweets
https://mobile.twitter.com/Smile606604861/status/1382140091510890498,1382140091510890498,@Smile606604861,2021-04-14T01:14:11.000Z,Smile @Smile606604861 · 6h BNB  .. @cz_binance Will come true DOGE  DOGE to the moon  DOGE is my wish... Hope will be the next BNB. Hope HOT will be to the moon too.. @kaptencrypto707  @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/mozained/status/1382216449293385731,1382216449293385731,@mozained,2021-04-14T06:17:36.000Z,Mohammed bhagat @mozained · 1h Dogecoin!!!   @elonmusk  @dogecoin,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/NeedTesla/status/1382156654158999555,1382156654158999555,@NeedTesla,2021-04-14T02:20:00.000Z,Asking for a Tesla everyday @NeedTesla · 5h Our father who art in  @Tesla Hallowed by the name Thy kingdom come Thy will be done On Earth as it will be on Mars Give us this day our daily Tesla And forgive us our trespasses Amen @ElonMusk  #TeslaEveryday,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Steve41103926/status/1382180777660723203,1382180777660723203,@Steve41103926,2021-04-14T03:55:51.000Z,Steve @Steve41103926 · 3h When are we getting  @elonmusk  on  @jordanbpeterson  podcast?,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/biapixou/status/1382211082241052672,1382211082241052672,@biapixou,2021-04-14T05:56:16.000Z,suck@trading @biapixou · 1h Now  you know what  @elonmusk  talked about...  #doge $doge Elon Musk @elonmusk  · Apr 10 … going to moon very soon 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/TullerTodd/status/1382141051704594433,1382141051704594433,@TullerTodd,2021-04-14T01:18:00.000Z,Todd Tuller @TullerTodd · 6h Thank you  @Elonmusk   and  @itsALLrisky   #dogecoin,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/ceesam8/status/1382197551861002242,1382197551861002242,@ceesam8,2021-04-14T05:02:31.000Z,Sam @ceesam8 · 2h What’s better than all crypto at ATH on same week?  @Investingcom  @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/ADogeCollector/status/1382209885568262145,1382209885568262145,@ADogeCollector,2021-04-14T05:51:31.000Z,Doge Coin Guy @ADogeCollector · 1h 12 CENTS!!!! $DOGE COIN!!!!  @itsALLrisky  @MattWallace888  @elonmusk 1 2 Show this thread, 2 likes,0 replies,0 Retweets
https://mobile.twitter.com/iamnickduff/status/1382199198423121922,1382199198423121922,@iamnickduff,2021-04-14T05:09:03.000Z,Nick Duff @iamnickduff · 2h Hi  @elonmusk    I work in the GAZ Group (Automobile Plant) (Russia) in the business system (Lean) and I would very much like to visit your Tesla plant to expand my knowledge.  @Tesla,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/rishika94588/status/1382203256764469248,1382203256764469248,@rishika94588,2021-04-14T05:25:11.000Z,Rishika #BRG @rishika94588 · 2h thanks team  @bridge_oracle  with its native token #BRG  is a major way of injecting information into smart blockchain contracts that will bring the blockchain industry closer to its ultimate goal of web decentralization. @elonmusk   @scottmelker   @BinanceChain Bridge Oracle @bridge_oracle  · Apr 12 #BridgeWeekly #giveaway  $5 000 worth #BRG to 30 Lucky Winners  $160 worth $BRG Each Follow @bridge_oracle & @sinaEstavi Add #BRGArmy in your Bio + Add #BRG next to your Profile name Tag 3 Crypto influencers Like + RT + introduce Bridge Oracle Project in CM with #BRG Show this thread 4 6, 6 likes,0 replies,4 Retweets
https://mobile.twitter.com/karmawithdharma/status/1382170071544569861,1382170071544569861,@karmawithdharma,2021-04-14T03:13:19.000Z,Sunil Lingam @karmawithdharma · 4h Am imagining a driver training with FSD and then just controlling the car with brain signals. Why even a yoke then? @elonmusk  @skorusARK Neuralink @neuralink  · Apr 8 Monkey MindPong https://youtu.be/rsCul1sp4hQ Show this thread 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/ADogeCollector/status/1382208672118362113,1382208672118362113,@ADogeCollector,2021-04-14T05:46:42.000Z,Doge Coin Guy @ADogeCollector · 2h Lift off! $DoGE COIN! @elonmusk  @itsALLrisky  @MattWallace888  @DogecoinRise  ,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/djkingsingh/status/1382139611196104713,1382139611196104713,@djkingsingh,2021-04-14T01:12:16.000Z,King Singh @djkingsingh · 6h #dogecoin to the moon!!!  @elonmusk 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/JasperZheng2/status/1382238692111126528,1382238692111126528,@JasperZheng2,2021-04-14T07:45:59.000Z,Jasper @JasperZheng2 · 5m What's the value of $DOGE coin? Vo value  but more people know $DOGE and it is fully circulated. That's why  @elonmusk  love it. #Bitcoin  #Dogecoins #cryptocurrenices 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/JessieKx3/status/1382168678574219267,1382168678574219267,@JessieKx3,2021-04-14T03:07:47.000Z,Jessie @JessieKx3 · 4h Me waiting for  @elonmusk  to tweet about #dogecoin like.... GIF 1 1 5, 5 likes,0 replies,0 Retweets
https://mobile.twitter.com/Jae_Patin/status/1382225467361533955,1382225467361533955,@Jae_Patin,2021-04-14T06:53:26.000Z,J @Jae_Patin · 58m TO THE MOON!!! A 90%increase in less than an hour?!??! JOIN. THE WAVE!! #dogecoin #dogetothemoon  @elonmusk 4,4 likes,0 replies,0 Retweets
https://mobile.twitter.com/shenzenhiedler/status/1382203319196782592,1382203319196782592,@shenzenhiedler,2021-04-14T05:25:26.000Z,Big Arne @shenzenhiedler · 2h Still waiting for  @elonmusk  to purchase TikTok and delete it completely. 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/TXCaSh1/status/1382140772032643075,1382140772032643075,@TXCaSh1,2021-04-14T01:16:53.000Z,TX CaSh @TXCaSh1 · 6h  E-GOD   @elonmusk,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/Mkrgr2/status/1382168418909052928,1382168418909052928,@Mkrgr2,2021-04-14T03:06:45.000Z,Mkrgr @Mkrgr2 · 4h You think dogecoin is ""popping"" now?? @coinbase  will make it spike!  @elonmusk  will make it EXPLODE!  Its going to the Moon....... LITERALLY!,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/QuotesElonmusk/status/1382173987514458112,1382173987514458112,@QuotesElonmusk,2021-04-14T03:28:52.000Z,Elonmusk_quotes @QuotesElonmusk · 4h Mam what are u saying we want #internalassessment pls reply mam  @anubha1812 Adv Anubha Shrivastava Sahai @anubha1812  · 14h Most of the state level #boardexams2021 in India are now postponed due to rise in covid cases and no proper guidelines for assessment in advance by govt like it's being done in other countries Students wants to appear for exam don't want POSTPONEMENT Show this thread,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/simon_jackstadt/status/1382147758358941697,1382147758358941697,@simon_jackstadt,2021-04-14T01:44:39.000Z,si @simon_jackstadt · 6h tweet something plz  @elonmusk  #dogecoin #HODL 2,2 likes,0 replies,0 Retweets
https://mobile.twitter.com/xarael_x/status/1382232958191435777,1382232958191435777,@xarael_x,2021-04-14T07:23:12.000Z,xArael_x @xarael_x · 28m DOGE going crazy!! Allways believed in it  @elonmusk  #ToTheMoon #dogecoin 1,0 likes,0 replies,0 Retweets
https://mobile.twitter.com/DogecoinBanker/status/1382137645078245380,1382137645078245380,@DogecoinBanker,2021-04-14T01:04:28.000Z,DogecoinBanker @DogecoinBanker · 6h Hitting 12 cents right now. I'm proud of you all. #dogecoin #elonwhereareyou  @elonmusk 1,0 likes,0 replies,0 Retweets
